sensor_id,timestamp,data
SEN_009,2024-01-29,"{""energy_kwh"": 1259.35, ""location"": ""Building_A_Floor1""}"
SEN_010,2024-01-29,"{""energy_kwh"": 777.99, ""location"": ""Office_Tower_West""}"
SEN_001,2024-01-30,"{""energy_kwh"": 875.27, ""location"": ""Warehouse_1""}"
SEN_002,2024-01-30,"{""energy_kwh"": 1084.5, ""location"": ""Factory_A""}"
SEN_003,2024-01-30,"{""energy_kwh"": 414.15, ""location"": ""Warehouse_1""}"
SEN_004,2024-01-30,"{""energy_kwh"": 1252.89, ""location"": ""Factory_B""}"
SEN_005,2024-01-30,"{""energy_kwh"": 879.44, ""location"": ""Factory_B""}"
SEN_006,2024-01-30,"{""energy_kwh"": 1223.22, ""location"": ""Building_A_Floor2""}"
SEN_007,2024-01-30,"{""energy_kwh"": 284.59, ""location"": ""Building_B_Floor2""}"
SEN_008,2024-01-30,"{""energy_kwh"": 1199.93, ""location"": ""Factory_B""}"
SEN_009,2024-01-30,"{""energy_kwh"": 827.14, ""location"": ""Building_C_Rooftop""}"
SEN_010,2024-01-30,"{""energy_kwh"": 1007.82, ""location"": ""Warehouse_1""}"
SEN_001,2024-01-31,"{""energy_kwh"": 998.0, ""location"": ""Warehouse_1""}"
SEN_002,2024-01-31,"{""energy_kwh"": 873.16, ""location"": ""Building_A_Floor2""}"
SEN_003,2024-01-31,"{""energy_kwh"": 961.41, ""location"": ""Factory_A""}"
SEN_004,2024-01-31,"{""energy_kwh"": 1317.36, ""location"": ""Office_Tower_East""}"
SEN_005,2024-01-31,"{""energy_kwh"": 784.23, ""location"": ""Building_B_Floor1""}"
SEN_006,2024-01-31,"{""energy_kwh"": 819.06, ""location"": ""Office_Tower_East""}"
SEN_007,2024-01-31,"{""energy_kwh"": 1135.78, ""location"": ""Factory_B""}"
SEN_008,2024-01-31,"{""energy_kwh"": 1110.54, ""location"": ""Factory_A""}"
SEN_009,2024-01-31,"{""energy_kwh"": 785.83, ""location"": ""Warehouse_1""}"
SEN_010,2024-01-31,"{""energy_kwh"": 984.81, ""location"": ""Building_A_Floor2""}"
SEN_001,2024-02-01,"{""energy_kwh"": 1348.1, ""location"": ""Office_Tower_West""}"
SEN_002,2024-02-01,"{""energy_kwh"": 735.87, ""location"": ""Factory_B""}"
SEN_003,2024-02-01,"{""energy_kwh"": 1176.58, ""location"": ""Factory_B""}"
SEN_004,2024-02-01,"{""energy_kwh"": 1124.56, ""location"": ""Building_B_Floor2""}"
SEN_005,2024-02-01,"{""energy_kwh"": 871.21, ""location"": ""Building_A_Floor1""}"
SEN_006,2024-02-01,"{""energy_kwh"": 679.24, ""location"": ""Building_C_Rooftop""}"
SEN_007,2024-02-01,"{""energy_kwh"": 1046.74, ""location"": ""Building_A_Floor1""}"
SEN_008,2024-02-01,"{""energy_kwh"": 998.38, ""location"": ""Building_A_Floor1""}"
SEN_009,2024-02-01,"{""energy_kwh"": 1122.88, ""location"": ""Office_Tower_East""}"
SEN_010,2024-02-01,"{""energy_kwh"": 828.34, ""location"": ""Factory_B""}"
SEN_001,2024-02-02,"{""energy_kwh"": 1122.99, ""location"": ""Office_Tower_East""}"
SEN_002,2024-02-02,"{""energy_kwh"": 663.54, ""location"": ""Factory_A""}"
SEN_003,2024-02-02,"{""energy_kwh"": 586.08, ""location"": ""Building_A_Floor2""}"
SEN_004,2024-02-02,"{""energy_kwh"": 1007.79, ""location"": ""Building_B_Floor2""}"
SEN_005,2024-02-02,"{""energy_kwh"": 832.16, ""location"": ""Office_Tower_East""}"
SEN_006,2024-02-02,"{""energy_kwh"": 884.03, ""location"": ""Factory_B""}"
SEN_007,2024-02-02,"{""energy_kwh"": 1040.47, ""location"": ""Factory_B""}"
SEN_008,2024-02-02,"{""energy_kwh"": 1066.68, ""location"": ""Factory_A""}"
SEN_009,2024-02-02,"{""energy_kwh"": 916.75, ""location"": ""Building_B_Floor1""}"
SEN_010,2024-02-02,"{""energy_kwh"": 1017.48, ""location"": ""Warehouse_1""}"
SEN_001,2024-02-03,"{""energy_kwh"": 696.01, ""location"": ""Building_C_Rooftop""}"
SEN_002,2024-02-03,"{""energy_kwh"": 921.72, ""location"": ""Factory_B""}"
SEN_003,2024-02-03,"{""energy_kwh"": 953.64, ""location"": ""Warehouse_1""}"
SEN_004,2024-02-03,"{""energy_kwh"": 969.26, ""location"": ""Building_B_Floor1""}"
SEN_005,2024-02-03,"{""energy_kwh"": 1169.97, ""location"": ""Building_B_Floor1""}"
SEN_006,2024-02-03,"{""energy_kwh"": 1080.66, ""location"": ""Office_Tower_West""}"
SEN_007,2024-02-03,"{""energy_kwh"": 755.07, ""location"": ""Factory_A""}"
SEN_008,2024-02-03,"{""energy_kwh"": 1051.8, ""location"": ""Building_A_Floor2""}"
SEN_009,2024-02-03,"{""energy_kwh"": 498.24, ""location"": ""Building_B_Floor2""}"
SEN_010,2024-02-03,"{""energy_kwh"": 846.02, ""location"": ""Office_Tower_East""}"
SEN_001,2024-02-04,"{""energy_kwh"": 604.58, ""location"": ""Building_A_Floor1""}"
SEN_002,2024-02-04,"{""energy_kwh"": 901.27, ""location"": ""Building_A_Floor1""}"
SEN_003,2024-02-04,"{""energy_kwh"": 768.25, ""location"": ""Building_A_Floor1""}"
SEN_004,2024-02-04,"{""energy_kwh"": 773.26, ""location"": ""Building_A_Floor2""}"
SEN_005,2024-02-04,"{""energy_kwh"": 1180.57, ""location"": ""Building_C_Rooftop""}"
SEN_006,2024-02-04,"{""energy_kwh"": 1129.52, ""location"": ""Building_A_Floor2""}"
SEN_007,2024-02-04,"{""energy_kwh"": 908.35, ""location"": ""Building_B_Floor1""}"
SEN_008,2024-02-04,"{""energy_kwh"": 1077.94, ""location"": ""Factory_A""}"
SEN_009,2024-02-04,"{""energy_kwh"": 1047.16, ""location"": ""Building_C_Rooftop""}"
SEN_010,2024-02-04,"{""energy_kwh"": 929.42, ""location"": ""Factory_B""}"
SEN_001,2024-02-05,"{""energy_kwh"": 1090.95, ""location"": ""Building_A_Floor1""}"
SEN_002,2024-02-05,"{""energy_kwh"": 677.88, ""location"": ""Factory_B""}"
SEN_003,2024-02-05,"{""energy_kwh"": 793.86, ""location"": ""Building_C_Rooftop""}"
SEN_004,2024-02-05,"{""energy_kwh"": 935.09, ""location"": ""Factory_A""}"
SEN_005,2024-02-05,"{""energy_kwh"": 236.05, ""location"": ""Building_B_Floor1""}"
SEN_006,2024-02-05,"{""energy_kwh"": 296.54, ""location"": ""Building_A_Floor2""}"
SEN_007,2024-02-05,"{""energy_kwh"": 353.55, ""location"": ""Building_C_Rooftop""}"
SEN_008,2024-02-05,"{""energy_kwh"": 1240.59, ""location"": ""Warehouse_1""}"
SEN_009,2024-02-05,"{""energy_kwh"": 771.27, ""location"": ""Office_Tower_West""}"
SEN_010,2024-02-05,"{""energy_kwh"": 997.29, ""location"": ""Office_Tower_East""}"
SEN_001,2024-02-06,"{""energy_kwh"": 1295.28, ""location"": ""Factory_B""}"
SEN_002,2024-02-06,"{""energy_kwh"": 1322.24, ""location"": ""Factory_B""}"
SEN_003,2024-02-06,"{""energy_kwh"": 451.33, ""location"": ""Warehouse_1""}"
SEN_004,2024-02-06,"{""energy_kwh"": 848.95, ""location"": ""Office_Tower_East""}"
SEN_005,2024-02-06,"{""energy_kwh"": 544.13, ""location"": ""Building_C_Rooftop""}"
SEN_006,2024-02-06,"{""energy_kwh"": 817.37, ""location"": ""Factory_B""}"
SEN_007,2024-02-06,"{""energy_kwh"": 1059.03, ""location"": ""Factory_B""}"
SEN_008,2024-02-06,"{""energy_kwh"": 745.93, ""location"": ""Building_B_Floor2""}"
SEN_009,2024-02-06,"{""energy_kwh"": 1054.07, ""location"": ""Building_B_Floor2""}"
SEN_010,2024-02-06,"{""energy_kwh"": 734.91, ""location"": ""Building_B_Floor2""}"
SEN_001,2024-02-07,"{""energy_kwh"": 1006.96, ""location"": ""Building_C_Rooftop""}"
SEN_002,2024-02-07,"{""energy_kwh"": 1421.05, ""location"": ""Factory_B""}"
SEN_003,2024-02-07,"{""energy_kwh"": 1210.29, ""location"": ""Building_A_Floor1""}"
SEN_004,2024-02-07,"{""energy_kwh"": 1237.75, ""location"": ""Building_C_Rooftop""}"
SEN_005,2024-02-07,"{""energy_kwh"": 684.04, ""location"": ""Building_A_Floor1""}"
SEN_006,2024-02-07,"{""energy_kwh"": 846.17, ""location"": ""Building_B_Floor1""}"
SEN_007,2024-02-07,"{""energy_kwh"": 1205.14, ""location"": ""Building_B_Floor1""}"
SEN_008,2024-02-07,"{""energy_kwh"": 838.4, ""location"": ""Office_Tower_East""}"
SEN_009,2024-02-07,"{""energy_kwh"": 312.71, ""location"": ""Building_A_Floor1""}"
SEN_010,2024-02-07,"{""energy_kwh"": 772.49, ""location"": ""Building_C_Rooftop""}"
SEN_001,2024-02-08,"{""energy_kwh"": 1250.36, ""location"": ""Factory_B""}"
SEN_002,2024-02-08,"{""energy_kwh"": 959.14, ""location"": ""Factory_A""}"
SEN_003,2024-02-08,"{""energy_kwh"": 1167.13, ""location"": ""Building_C_Rooftop""}"
SEN_004,2024-02-08,"{""energy_kwh"": 651.9, ""location"": ""Factory_B""}"
SEN_005,2024-02-08,"{""energy_kwh"": 902.31, ""location"": ""Building_A_Floor2""}"
SEN_006,2024-02-08,"{""energy_kwh"": 1396.03, ""location"": ""Building_C_Rooftop""}"
SEN_007,2024-02-08,"{""energy_kwh"": 237.27, ""location"": ""Building_A_Floor2""}"
SEN_008,2024-02-08,"{""energy_kwh"": 974.53, ""location"": ""Office_Tower_West""}"
SEN_009,2024-02-08,"{""energy_kwh"": 1256.88, ""location"": ""Building_B_Floor1""}"
SEN_010,2024-02-08,"{""energy_kwh"": 949.92, ""location"": ""Building_A_Floor2""}"
SEN_001,2024-02-09,"{""energy_kwh"": 910.32, ""location"": ""Office_Tower_East""}"
SEN_002,2024-02-09,"{""energy_kwh"": 944.62, ""location"": ""Office_Tower_East""}"
SEN_003,2024-02-09,"{""energy_kwh"": 1153.84, ""location"": ""Building_A_Floor2""}"
SEN_004,2024-02-09,"{""energy_kwh"": 794.8, ""location"": ""Factory_A""}"
SEN_005,2024-02-09,"{""energy_kwh"": 902.17, ""location"": ""Office_Tower_West""}"
SEN_006,2024-02-09,"{""energy_kwh"": 1054.3, ""location"": ""Building_A_Floor1""}"
SEN_007,2024-02-09,"{""energy_kwh"": 1066.04, ""location"": ""Factory_B""}"
SEN_008,2024-02-09,"{""energy_kwh"": 1025.04, ""location"": ""Office_Tower_East""}"
SEN_009,2024-02-09,"{""energy_kwh"": 1028.6, ""location"": ""Office_Tower_West""}"
SEN_010,2024-02-09,"{""energy_kwh"": 1256.3, ""location"": ""Warehouse_1""}"
SEN_001,2024-02-10,"{""energy_kwh"": 1164.29, ""location"": ""Building_A_Floor2""}"
SEN_002,2024-02-10,"{""energy_kwh"": 877.29, ""location"": ""Building_B_Floor1""}"
SEN_003,2024-02-10,"{""energy_kwh"": 1446.17, ""location"": ""Office_Tower_West""}"
SEN_004,2024-02-10,"{""energy_kwh"": 997.75, ""location"": ""Warehouse_1""}"
SEN_005,2024-02-10,"{""energy_kwh"": 1069.05, ""location"": ""Factory_A""}"
SEN_006,2024-02-10,"{""energy_kwh"": 1235.08, ""location"": ""Office_Tower_West""}"
SEN_007,2024-02-10,"{""energy_kwh"": 1034.11, ""location"": ""Building_C_Rooftop""}"
SEN_008,2024-02-10,"{""energy_kwh"": 1415.91, ""location"": ""Building_B_Floor2""}"
SEN_009,2024-02-10,"{""energy_kwh"": 1022.97, ""location"": ""Building_A_Floor1""}"
SEN_010,2024-02-10,"{""energy_kwh"": 1059.66, ""location"": ""Factory_A""}"
SEN_001,2024-02-11,"{""energy_kwh"": 985.68, ""location"": ""Building_C_Rooftop""}"
SEN_002,2024-02-11,"{""energy_kwh"": 1028.99, ""location"": ""Building_B_Floor1""}"
SEN_003,2024-02-11,"{""energy_kwh"": 917.2, ""location"": ""Building_B_Floor1""}"
SEN_004,2024-02-11,"{""energy_kwh"": 1004.29, ""location"": ""Factory_B""}"
SEN_005,2024-02-11,"{""energy_kwh"": 1046.42, ""location"": ""Warehouse_1""}"
SEN_006,2024-02-11,"{""energy_kwh"": 745.11, ""location"": ""Factory_A""}"
SEN_007,2024-02-11,"{""energy_kwh"": 1065.56, ""location"": ""Warehouse_1""}"
SEN_008,2024-02-11,"{""energy_kwh"": 1095.91, ""location"": ""Building_B_Floor1""}"
SEN_009,2024-02-11,"{""energy_kwh"": 1195.17, ""location"": ""Building_A_Floor2""}"
SEN_010,2024-02-11,"{""energy_kwh"": 548.77, ""location"": ""Building_A_Floor2""}"
SEN_001,2024-02-12,"{""energy_kwh"": 1190.79, ""location"": ""Building_B_Floor1""}"
SEN_002,2024-02-12,"{""energy_kwh"": 1273.25, ""location"": ""Building_A_Floor1""}"
SEN_003,2024-02-12,"{""energy_kwh"": 696.39, ""location"": ""Building_B_Floor1""}"
SEN_004,2024-02-12,"{""energy_kwh"": 1011.78, ""location"": ""Building_C_Rooftop""}"
SEN_005,2024-02-12,"{""energy_kwh"": 695.93, ""location"": ""Factory_B""}"
SEN_006,2024-02-12,"{""energy_kwh"": 799.19, ""location"": ""Building_A_Floor1""}"
SEN_007,2024-02-12,"{""energy_kwh"": 1287.72, ""location"": ""Building_B_Floor1""}"
SEN_008,2024-02-12,"{""energy_kwh"": 1053.5, ""location"": ""Building_B_Floor1""}"
SEN_009,2024-02-12,"{""energy_kwh"": 880.85, ""location"": ""Building_C_Rooftop""}"
SEN_010,2024-02-12,"{""energy_kwh"": 929.71, ""location"": ""Office_Tower_East""}"
SEN_001,2024-02-13,"{""energy_kwh"": 1105.86, ""location"": ""Building_B_Floor2""}"
SEN_002,2024-02-13,"{""energy_kwh"": 912.76, ""location"": ""Building_B_Floor2""}"
SEN_003,2024-02-13,"{""energy_kwh"": 907.45, ""location"": ""Office_Tower_West""}"
SEN_004,2024-02-13,"{""energy_kwh"": 1058.12, ""location"": ""Factory_B""}"
SEN_005,2024-02-13,"{""energy_kwh"": 947.92, ""location"": ""Warehouse_1""}"
SEN_006,2024-02-13,"{""energy_kwh"": 923.23, ""location"": ""Warehouse_1""}"
SEN_007,2024-02-13,"{""energy_kwh"": 1026.38, ""location"": ""Factory_B""}"
SEN_008,2024-02-13,"{""energy_kwh"": 1249.16, ""location"": ""Warehouse_1""}"
SEN_009,2024-02-13,"{""energy_kwh"": 1071.69, ""location"": ""Office_Tower_East""}"
SEN_010,2024-02-13,"{""energy_kwh"": 1056.68, ""location"": ""Office_Tower_East""}"
SEN_001,2024-02-14,"{""energy_kwh"": 756.48, ""location"": ""Factory_A""}"
SEN_002,2024-02-14,"{""energy_kwh"": 1122.75, ""location"": ""Building_A_Floor2""}"
SEN_003,2024-02-14,"{""energy_kwh"": 1357.57, ""location"": ""Building_B_Floor1""}"
SEN_004,2024-02-14,"{""energy_kwh"": 1313.63, ""location"": ""Building_A_Floor1""}"
SEN_005,2024-02-14,"{""energy_kwh"": 688.12, ""location"": ""Warehouse_1""}"
SEN_006,2024-02-14,"{""energy_kwh"": 889.61, ""location"": ""Building_A_Floor2""}"
SEN_007,2024-02-14,"{""energy_kwh"": 1123.97, ""location"": ""Building_B_Floor2""}"
SEN_008,2024-02-14,"{""energy_kwh"": 243.46, ""location"": ""Factory_B""}"
SEN_009,2024-02-14,"{""energy_kwh"": 1145.5, ""location"": ""Building_B_Floor2""}"
SEN_010,2024-02-14,"{""energy_kwh"": 924.44, ""location"": ""Warehouse_1""}"
SEN_001,2024-02-15,"{""energy_kwh"": 1116.05, ""location"": ""Building_B_Floor2""}"
SEN_002,2024-02-15,"{""energy_kwh"": 1200.1, ""location"": ""Building_A_Floor1""}"
SEN_003,2024-02-15,"{""energy_kwh"": 1116.21, ""location"": ""Factory_A""}"
SEN_004,2024-02-15,"{""energy_kwh"": 803.62, ""location"": ""Building_C_Rooftop""}"
SEN_005,2024-02-15,"{""energy_kwh"": 892.46, ""location"": ""Building_A_Floor1""}"
SEN_006,2024-02-15,"{""energy_kwh"": 937.86, ""location"": ""Factory_B""}"
SEN_007,2024-02-15,"{""energy_kwh"": 989.37, ""location"": ""Warehouse_1""}"
SEN_008,2024-02-15,"{""energy_kwh"": 896.51, ""location"": ""Building_B_Floor2""}"
SEN_009,2024-02-15,"{""energy_kwh"": 1123.95, ""location"": ""Factory_B""}"
SEN_010,2024-02-15,"{""energy_kwh"": 937.0, ""location"": ""Factory_B""}"
SEN_001,2024-02-16,"{""energy_kwh"": 980.5, ""location"": ""Factory_A""}"
SEN_002,2024-02-16,"{""energy_kwh"": 984.41, ""location"": ""Factory_A""}"
SEN_003,2024-02-16,"{""energy_kwh"": 808.38, ""location"": ""Warehouse_1""}"
SEN_004,2024-02-16,"{""energy_kwh"": 1064.88, ""location"": ""Building_A_Floor1""}"
SEN_005,2024-02-16,"{""energy_kwh"": 1085.05, ""location"": ""Factory_B""}"
SEN_006,2024-02-16,"{""energy_kwh"": 1049.95, ""location"": ""Building_C_Rooftop""}"
SEN_007,2024-02-16,"{""energy_kwh"": 911.01, ""location"": ""Building_B_Floor2""}"
SEN_008,2024-02-16,"{""energy_kwh"": 1220.07, ""location"": ""Warehouse_1""}"
SEN_009,2024-02-16,"{""energy_kwh"": 957.83, ""location"": ""Office_Tower_East""}"
SEN_010,2024-02-16,"{""energy_kwh"": 963.58, ""location"": ""Warehouse_1""}"
SEN_001,2024-02-17,"{""energy_kwh"": 1058.9, ""location"": ""Office_Tower_West""}"
SEN_002,2024-02-17,"{""energy_kwh"": 1006.2, ""location"": ""Office_Tower_East""}"
SEN_003,2024-02-17,"{""energy_kwh"": 660.36, ""location"": ""Factory_A""}"
SEN_004,2024-02-17,"{""energy_kwh"": 1103.46, ""location"": ""Building_A_Floor1""}"
SEN_005,2024-02-17,"{""energy_kwh"": 860.67, ""location"": ""Warehouse_1""}"
SEN_006,2024-02-17,"{""energy_kwh"": 368.37, ""location"": ""Building_B_Floor1""}"
SEN_007,2024-02-17,"{""energy_kwh"": 998.66, ""location"": ""Office_Tower_East""}"
SEN_008,2024-02-17,"{""energy_kwh"": 926.62, ""location"": ""Building_A_Floor2""}"
SEN_009,2024-02-17,"{""energy_kwh"": 1053.04, ""location"": ""Factory_B""}"
SEN_010,2024-02-17,"{""energy_kwh"": 1096.76, ""location"": ""Building_A_Floor2""}"
SEN_001,2024-02-18,"{""energy_kwh"": 959.0, ""location"": ""Office_Tower_East""}"
SEN_002,2024-02-18,"{""energy_kwh"": 1370.35, ""location"": ""Building_B_Floor1""}"
SEN_003,2024-02-18,"{""energy_kwh"": 882.99, ""location"": ""Office_Tower_East""}"
SEN_004,2024-02-18,"{""energy_kwh"": 790.89, ""location"": ""Office_Tower_East""}"
SEN_005,2024-02-18,"{""energy_kwh"": 1454.17, ""location"": ""Factory_B""}"
SEN_006,2024-02-18,"{""energy_kwh"": 1022.46, ""location"": ""Warehouse_1""}"
SEN_007,2024-02-18,"{""energy_kwh"": 1078.61, ""location"": ""Building_B_Floor1""}"
SEN_008,2024-02-18,"{""energy_kwh"": 1270.89, ""location"": ""Building_C_Rooftop""}"
SEN_009,2024-02-18,"{""energy_kwh"": 865.35, ""location"": ""Building_A_Floor1""}"
SEN_010,2024-02-18,"{""energy_kwh"": 256.56, ""location"": ""Factory_A""}"
SEN_001,2024-02-19,"{""energy_kwh"": 1402.3, ""location"": ""Office_Tower_West""}"
SEN_002,2024-02-19,"{""energy_kwh"": 905.42, ""location"": ""Building_A_Floor1""}"
SEN_003,2024-02-19,"{""energy_kwh"": 1187.19, ""location"": ""Building_A_Floor1""}"
SEN_004,2024-02-19,"{""energy_kwh"": 607.29, ""location"": ""Office_Tower_West""}"
SEN_005,2024-02-19,"{""energy_kwh"": 736.18, ""location"": ""Building_C_Rooftop""}"
SEN_006,2024-02-19,"{""energy_kwh"": 1452.51, ""location"": ""Office_Tower_West""}"
SEN_007,2024-02-19,"{""energy_kwh"": 1328.13, ""location"": ""Building_B_Floor2""}"
SEN_008,2024-02-19,"{""energy_kwh"": 1195.79, ""location"": ""Building_C_Rooftop""}"
SEN_009,2024-02-19,"{""energy_kwh"": 985.77, ""location"": ""Building_B_Floor1""}"
SEN_010,2024-02-19,"{""energy_kwh"": 1324.6, ""location"": ""Building_C_Rooftop""}"
SEN_001,2024-02-20,"{""energy_kwh"": 1119.86, ""location"": ""Factory_B""}"
SEN_002,2024-02-20,"{""energy_kwh"": 1082.91, ""location"": ""Building_B_Floor2""}"
SEN_003,2024-02-20,"{""energy_kwh"": 1036.98, ""location"": ""Building_B_Floor2""}"
SEN_004,2024-02-20,"{""energy_kwh"": 1313.84, ""location"": ""Building_C_Rooftop""}"
SEN_005,2024-02-20,"{""energy_kwh"": 565.29, ""location"": ""Building_B_Floor1""}"
SEN_006,2024-02-20,"{""energy_kwh"": 795.1, ""location"": ""Factory_B""}"
SEN_007,2024-02-20,"{""energy_kwh"": 1016.2, ""location"": ""Warehouse_1""}"
SEN_008,2024-02-20,"{""energy_kwh"": 933.39, ""location"": ""Building_A_Floor1""}"
SEN_009,2024-02-20,"{""energy_kwh"": 418.65, ""location"": ""Factory_A""}"
SEN_010,2024-02-20,"{""energy_kwh"": 976.96, ""location"": ""Warehouse_1""}"
SEN_001,2024-02-21,"{""energy_kwh"": 1163.78, ""location"": ""Office_Tower_West""}"
SEN_002,2024-02-21,"{""energy_kwh"": 1111.2, ""location"": ""Warehouse_1""}"
SEN_003,2024-02-21,"{""energy_kwh"": 349.94, ""location"": ""Office_Tower_West""}"
SEN_004,2024-02-21,"{""energy_kwh"": 1131.82, ""location"": ""Building_B_Floor2""}"
SEN_005,2024-02-21,"{""energy_kwh"": 823.78, ""location"": ""Factory_B""}"
SEN_006,2024-02-21,"{""energy_kwh"": 1071.08, ""location"": ""Office_Tower_East""}"
SEN_007,2024-02-21,"{""energy_kwh"": 1118.89, ""location"": ""Office_Tower_East""}"
SEN_008,2024-02-21,"{""energy_kwh"": 1154.85, ""location"": ""Factory_B""}"
SEN_009,2024-02-21,"{""energy_kwh"": 954.36, ""location"": ""Factory_B""}"
SEN_010,2024-02-21,"{""energy_kwh"": 870.01, ""location"": ""Building_B_Floor1""}"
SEN_001,2024-02-22,"{""energy_kwh"": 882.35, ""location"": ""Building_A_Floor2""}"
SEN_002,2024-02-22,"{""energy_kwh"": 774.85, ""location"": ""Factory_B""}"
SEN_003,2024-02-22,"{""energy_kwh"": 793.82, ""location"": ""Building_B_Floor2""}"
SEN_004,2024-02-22,"{""energy_kwh"": 1190.58, ""location"": ""Building_C_Rooftop""}"
SEN_005,2024-02-22,"{""energy_kwh"": 773.63, ""location"": ""Factory_B""}"
SEN_006,2024-02-22,"{""energy_kwh"": 1241.98, ""location"": ""Building_C_Rooftop""}"
SEN_007,2024-02-22,"{""energy_kwh"": 1010.05, ""location"": ""Building_A_Floor2""}"
SEN_008,2024-02-22,"{""energy_kwh"": 964.93, ""location"": ""Office_Tower_East""}"
SEN_009,2024-02-22,"{""energy_kwh"": 1027.43, ""location"": ""Building_C_Rooftop""}"
SEN_010,2024-02-22,"{""energy_kwh"": 1023.66, ""location"": ""Factory_B""}"
SEN_001,2024-02-23,"{""energy_kwh"": 619.87, ""location"": ""Building_B_Floor2""}"
SEN_002,2024-02-23,"{""energy_kwh"": 1168.08, ""location"": ""Factory_A""}"
SEN_003,2024-02-23,"{""energy_kwh"": 1274.98, ""location"": ""Factory_A""}"
SEN_004,2024-02-23,"{""energy_kwh"": 1035.21, ""location"": ""Office_Tower_East""}"
SEN_005,2024-02-23,"{""energy_kwh"": 905.71, ""location"": ""Warehouse_1""}"
SEN_006,2024-02-23,"{""energy_kwh"": 819.66, ""location"": ""Office_Tower_East""}"
SEN_007,2024-02-23,"{""energy_kwh"": 1009.05, ""location"": ""Factory_A""}"
SEN_008,2024-02-23,"{""energy_kwh"": 897.06, ""location"": ""Building_A_Floor2""}"
SEN_009,2024-02-23,"{""energy_kwh"": 1309.66, ""location"": ""Office_Tower_East""}"
SEN_010,2024-02-23,"{""energy_kwh"": 1155.28, ""location"": ""Warehouse_1""}"
SEN_001,2024-02-24,"{""energy_kwh"": 1027.06, ""location"": ""Building_B_Floor2""}"
SEN_002,2024-02-24,"{""energy_kwh"": 1129.37, ""location"": ""Building_C_Rooftop""}"
SEN_003,2024-02-24,"{""energy_kwh"": 103.23, ""location"": ""Building_C_Rooftop""}"
SEN_004,2024-02-24,"{""energy_kwh"": 1025.31, ""location"": ""Building_B_Floor2""}"
SEN_005,2024-02-24,"{""energy_kwh"": 913.94, ""location"": ""Factory_B""}"
SEN_006,2024-02-24,"{""energy_kwh"": 1029.74, ""location"": ""Factory_B""}"
SEN_007,2024-02-24,"{""energy_kwh"": 734.48, ""location"": ""Building_B_Floor1""}"
SEN_008,2024-02-24,"{""energy_kwh"": 871.96, ""location"": ""Building_B_Floor2""}"
SEN_009,2024-02-24,"{""energy_kwh"": 970.38, ""location"": ""Building_C_Rooftop""}"
SEN_010,2024-02-24,"{""energy_kwh"": 937.49, ""location"": ""Building_A_Floor2""}"
SEN_001,2024-02-25,"{""energy_kwh"": 956.28, ""location"": ""Building_B_Floor1""}"
SEN_002,2024-02-25,"{""energy_kwh"": 1026.59, ""location"": ""Warehouse_1""}"
SEN_003,2024-02-25,"{""energy_kwh"": 1166.97, ""location"": ""Building_B_Floor2""}"
SEN_004,2024-02-25,"{""energy_kwh"": 1137.81, ""location"": ""Factory_B""}"
SEN_005,2024-02-25,"{""energy_kwh"": 1186.82, ""location"": ""Building_A_Floor1""}"
SEN_006,2024-02-25,"{""energy_kwh"": 1171.69, ""location"": ""Building_C_Rooftop""}"
SEN_007,2024-02-25,"{""energy_kwh"": 1087.33, ""location"": ""Warehouse_1""}"
SEN_008,2024-02-25,"{""energy_kwh"": 1212.49, ""location"": ""Building_B_Floor1""}"
SEN_009,2024-02-25,"{""energy_kwh"": 769.3, ""location"": ""Office_Tower_East""}"
SEN_010,2024-02-25,"{""energy_kwh"": 986.87, ""location"": ""Factory_B""}"
SEN_001,2024-02-26,"{""energy_kwh"": 863.26, ""location"": ""Office_Tower_East""}"
SEN_002,2024-02-26,"{""energy_kwh"": 1107.39, ""location"": ""Warehouse_1""}"
SEN_003,2024-02-26,"{""energy_kwh"": 941.71, ""location"": ""Building_B_Floor2""}"
SEN_004,2024-02-26,"{""energy_kwh"": 988.14, ""location"": ""Building_B_Floor2""}"
SEN_005,2024-02-26,"{""energy_kwh"": 883.7, ""location"": ""Warehouse_1""}"
SEN_006,2024-02-26,"{""energy_kwh"": 1496.76, ""location"": ""Factory_B""}"
SEN_007,2024-02-26,"{""energy_kwh"": 810.65, ""location"": ""Factory_B""}"
SEN_008,2024-02-26,"{""energy_kwh"": 1094.01, ""location"": ""Building_C_Rooftop""}"
SEN_009,2024-02-26,"{""energy_kwh"": 824.61, ""location"": ""Factory_A""}"
SEN_010,2024-02-26,"{""energy_kwh"": 749.75, ""location"": ""Office_Tower_East""}"
SEN_001,2024-02-27,"{""energy_kwh"": 1023.07, ""location"": ""Factory_B""}"
SEN_002,2024-02-27,"{""energy_kwh"": 1441.05, ""location"": ""Office_Tower_East""}"
SEN_003,2024-02-27,"{""energy_kwh"": 964.68, ""location"": ""Factory_B""}"
SEN_004,2024-02-27,"{""energy_kwh"": 1311.5, ""location"": ""Warehouse_1""}"
SEN_005,2024-02-27,"{""energy_kwh"": 1462.93, ""location"": ""Factory_A""}"
SEN_006,2024-02-27,"{""energy_kwh"": 1315.75, ""location"": ""Warehouse_1""}"
SEN_007,2024-02-27,"{""energy_kwh"": 914.14, ""location"": ""Building_A_Floor1""}"
SEN_008,2024-02-27,"{""energy_kwh"": 834.17, ""location"": ""Office_Tower_East""}"
