sensor_id,type,timestamp,data
STRAIN_20240325_004,Structural Strain (A12),2024-03-25,63.85
STRAIN_20240325_005,Structural Strain (A12),2024-03-25,96.33
STRAIN_20240326_001,Structural Strain (A12),2024-03-26,36.89
STRAIN_20240326_002,Structural Strain (A12),2024-03-26,221.2
STRAIN_20240326_003,Structural Strain (A12),2024-03-26,185.48
STRAIN_20240326_004,Structural Strain (A12),2024-03-26,614.73
STRAIN_20240326_005,Structural Strain (A12),2024-03-26,262.11
STRAIN_20240327_001,Structural Strain (A12),2024-03-27,11.64
STRAIN_20240327_002,Structural Strain (A12),2024-03-27,290.85
STRAIN_20240327_003,Structural Strain (A12),2024-03-27,40.54
STRAIN_20240327_004,Structural Strain (A12),2024-03-27,291.66
STRAIN_20240327_005,Structural Strain (A12),2024-03-27,72.41
STRAIN_20240328_001,Structural Strain (A12),2024-03-28,134.06
STRAIN_20240328_002,Structural Strain (A12),2024-03-28,106.87
STRAIN_20240328_003,Structural Strain (A12),2024-03-28,126.7
STRAIN_20240328_004,Structural Strain (A12),2024-03-28,147.77
STRAIN_20240328_005,Structural Strain (A12),2024-03-28,0.42
STRAIN_20240329_001,Structural Strain (A12),2024-03-29,156.51
STRAIN_20240329_002,Structural Strain (A12),2024-03-29,245.18
STRAIN_20240329_003,Structural Strain (A12),2024-03-29,77.82
STRAIN_20240329_004,Structural Strain (A12),2024-03-29,10.77
STRAIN_20240329_005,Structural Strain (A12),2024-03-29,274.57
STRAIN_20240330_001,Structural Strain (A12),2024-03-30,296.28
STRAIN_20240330_002,Structural Strain (A12),2024-03-30,85.85
STRAIN_20240330_003,Structural Strain (A12),2024-03-30,222.99
STRAIN_20240330_004,Structural Strain (A12),2024-03-30,179.49
STRAIN_20240330_005,Structural Strain (A12),2024-03-30,207.01
STRAIN_20240331_001,Structural Strain (A12),2024-03-31,112.92
STRAIN_20240331_002,Structural Strain (A12),2024-03-31,142.1
STRAIN_20240331_003,Structural Strain (A12),2024-03-31,207.56
STRAIN_20240331_004,Structural Strain (A12),2024-03-31,211.94
STRAIN_20240331_005,Structural Strain (A12),2024-03-31,16.83
STRAIN_20240401_001,Structural Strain (A12),2024-04-01,19.51
STRAIN_20240401_002,Structural Strain (A12),2024-04-01,16.12
STRAIN_20240401_003,Structural Strain (A12),2024-04-01,2.93
STRAIN_20240401_004,Structural Strain (A12),2024-04-01,248.36
STRAIN_20240401_005,Structural Strain (A12),2024-04-01,141.99
STRAIN_20240402_001,Structural Strain (A12),2024-04-02,190.71
STRAIN_20240402_002,Structural Strain (A12),2024-04-02,150.37
STRAIN_20240402_003,Structural Strain (A12),2024-04-02,273.47
STRAIN_20240402_004,Structural Strain (A12),2024-04-02,168.77
STRAIN_20240402_005,Structural Strain (A12),2024-04-02,253.53
STRAIN_20240403_001,Structural Strain (A12),2024-04-03,96.27
STRAIN_20240403_002,Structural Strain (A12),2024-04-03,165.18
STRAIN_20240403_003,Structural Strain (A12),2024-04-03,174.22
STRAIN_20240403_004,Structural Strain (A12),2024-04-03,715.57
STRAIN_20240403_005,Structural Strain (A12),2024-04-03,149.11
STRAIN_20240404_001,Structural Strain (A12),2024-04-04,134.39
STRAIN_20240404_002,Structural Strain (A12),2024-04-04,201.27
STRAIN_20240404_003,Structural Strain (A12),2024-04-04,42.06
STRAIN_20240404_004,Structural Strain (A12),2024-04-04,139.4
STRAIN_20240404_005,Structural Strain (A12),2024-04-04,113.97
STRAIN_20240405_001,Structural Strain (A12),2024-04-05,534.72
STRAIN_20240405_002,Structural Strain (A12),2024-04-05,164.63
STRAIN_20240405_003,Structural Strain (A12),2024-04-05,112.61
STRAIN_20240405_004,Structural Strain (A12),2024-04-05,184.17
STRAIN_20240405_005,Structural Strain (A12),2024-04-05,71.12
STRAIN_20240406_001,Structural Strain (A12),2024-04-06,52.06
STRAIN_20240406_002,Structural Strain (A12),2024-04-06,129.42
STRAIN_20240406_003,Structural Strain (A12),2024-04-06,130.4
STRAIN_20240406_004,Structural Strain (A12),2024-04-06,9.83
STRAIN_20240406_005,Structural Strain (A12),2024-04-06,174.17
STRAIN_20240407_001,Structural Strain (A12),2024-04-07,61.92
STRAIN_20240407_002,Structural Strain (A12),2024-04-07,269.49
STRAIN_20240407_003,Structural Strain (A12),2024-04-07,93.26
STRAIN_20240407_004,Structural Strain (A12),2024-04-07,135.85
STRAIN_20240407_005,Structural Strain (A12),2024-04-07,220.25
STRAIN_20240408_001,Structural Strain (A12),2024-04-08,18.57
STRAIN_20240408_002,Structural Strain (A12),2024-04-08,253.61
STRAIN_20240408_003,Structural Strain (A12),2024-04-08,469.51
STRAIN_20240408_004,Structural Strain (A12),2024-04-08,282.05
STRAIN_20240408_005,Structural Strain (A12),2024-04-08,111.14
STRAIN_20240409_001,Structural Strain (A12),2024-04-09,253.8
STRAIN_20240409_002,Structural Strain (A12),2024-04-09,689.45
STRAIN_20240409_003,Structural Strain (A12),2024-04-09,41.89
STRAIN_20240409_004,Structural Strain (A12),2024-04-09,65.27
STRAIN_20240409_005,Structural Strain (A12),2024-04-09,107.53
STRAIN_20240410_001,Structural Strain (A12),2024-04-10,132.32
STRAIN_20240410_002,Structural Strain (A12),2024-04-10,675.52
STRAIN_20240410_003,Structural Strain (A12),2024-04-10,17.07
STRAIN_20240410_004,Structural Strain (A12),2024-04-10,139.18
STRAIN_20240410_005,Structural Strain (A12),2024-04-10,153.33
STRAIN_20240411_001,Structural Strain (A12),2024-04-11,234.88
STRAIN_20240411_002,Structural Strain (A12),2024-04-11,46.37
STRAIN_20240411_003,Structural Strain (A12),2024-04-11,20.23
STRAIN_20240411_004,Structural Strain (A12),2024-04-11,119.5
STRAIN_20240411_005,Structural Strain (A12),2024-04-11,282.19
STRAIN_20240412_001,Structural Strain (A12),2024-04-12,165.62
STRAIN_20240412_002,Structural Strain (A12),2024-04-12,205.25
STRAIN_20240412_003,Structural Strain (A12),2024-04-12,281.96
STRAIN_20240412_004,Structural Strain (A12),2024-04-12,22.97
STRAIN_20240412_005,Structural Strain (A12),2024-04-12,103.29
STRAIN_20240413_001,Structural Strain (A12),2024-04-13,274.04
STRAIN_20240413_002,Structural Strain (A12),2024-04-13,3.19
STRAIN_20240413_003,Structural Strain (A12),2024-04-13,245.34
STRAIN_20240413_004,Structural Strain (A12),2024-04-13,231.69
STRAIN_20240413_005,Structural Strain (A12),2024-04-13,94.96
STRAIN_20240414_001,Structural Strain (A12),2024-04-14,198.06
STRAIN_20240414_002,Structural Strain (A12),2024-04-14,81.78
STRAIN_20240414_003,Structural Strain (A12),2024-04-14,159.96
STRAIN_20240414_004,Structural Strain (A12),2024-04-14,284.6
STRAIN_20240414_005,Structural Strain (A12),2024-04-14,252.97
STRAIN_20240415_001,Structural Strain (A12),2024-04-15,88.36
STRAIN_20240415_002,Structural Strain (A12),2024-04-15,155.31
STRAIN_20240415_003,Structural Strain (A12),2024-04-15,105.26
STRAIN_20240415_004,Structural Strain (A12),2024-04-15,158.17
STRAIN_20240415_005,Structural Strain (A12),2024-04-15,148.22
STRAIN_20240416_001,Structural Strain (A12),2024-04-16,296.0
STRAIN_20240416_002,Structural Strain (A12),2024-04-16,633.34
STRAIN_20240416_003,Structural Strain (A12),2024-04-16,94.08
STRAIN_20240416_004,Structural Strain (A12),2024-04-16,113.61
STRAIN_20240416_005,Structural Strain (A12),2024-04-16,297.33
STRAIN_20240417_001,Structural Strain (A12),2024-04-17,191.34
STRAIN_20240417_002,Structural Strain (A12),2024-04-17,13.6
STRAIN_20240417_003,Structural Strain (A12),2024-04-17,46.44
STRAIN_20240417_004,Structural Strain (A12),2024-04-17,277.51
STRAIN_20240417_005,Structural Strain (A12),2024-04-17,99.6
STRAIN_20240418_001,Structural Strain (A12),2024-04-18,30.92
STRAIN_20240418_002,Structural Strain (A12),2024-04-18,118.63
STRAIN_20240418_003,Structural Strain (A12),2024-04-18,266.08
STRAIN_20240418_004,Structural Strain (A12),2024-04-18,249.66
STRAIN_20240418_005,Structural Strain (A12),2024-04-18,715.91
STRAIN_20240419_001,Structural Strain (A12),2024-04-19,262.36
STRAIN_20240419_002,Structural Strain (A12),2024-04-19,24.84
STRAIN_20240419_003,Structural Strain (A12),2024-04-19,99.56
STRAIN_20240419_004,Structural Strain (A12),2024-04-19,251.1
STRAIN_20240419_005,Structural Strain (A12),2024-04-19,157.5
STRAIN_20240420_001,Structural Strain (A12),2024-04-20,103.54
STRAIN_20240420_002,Structural Strain (A12),2024-04-20,49.81
STRAIN_20240420_003,Structural Strain (A12),2024-04-20,161.94
STRAIN_20240420_004,Structural Strain (A12),2024-04-20,195.35
STRAIN_20240420_005,Structural Strain (A12),2024-04-20,161.42
STRAIN_20240421_001,Structural Strain (A12),2024-04-21,28.56
STRAIN_20240421_002,Structural Strain (A12),2024-04-21,193.95
STRAIN_20240421_003,Structural Strain (A12),2024-04-21,105.13
STRAIN_20240421_004,Structural Strain (A12),2024-04-21,222.3
STRAIN_20240421_005,Structural Strain (A12),2024-04-21,82.48
STRAIN_20240422_001,Structural Strain (A12),2024-04-22,38.54
STRAIN_20240422_002,Structural Strain (A12),2024-04-22,137.31
STRAIN_20240422_003,Structural Strain (A12),2024-04-22,257.14
STRAIN_20240422_004,Structural Strain (A12),2024-04-22,144.29
STRAIN_20240422_005,Structural Strain (A12),2024-04-22,154.74
STRAIN_20240423_001,Structural Strain (A12),2024-04-23,22.44
STRAIN_20240423_002,Structural Strain (A12),2024-04-23,170.33
STRAIN_20240423_003,Structural Strain (A12),2024-04-23,173.22
STRAIN_20240423_004,Structural Strain (A12),2024-04-23,152.86
STRAIN_20240423_005,Structural Strain (A12),2024-04-23,37.21
STRAIN_20240424_001,Structural Strain (A12),2024-04-24,181.71
STRAIN_20240424_002,Structural Strain (A12),2024-04-24,148.08
STRAIN_20240424_003,Structural Strain (A12),2024-04-24,147.26
STRAIN_20240424_004,Structural Strain (A12),2024-04-24,57.17
STRAIN_20240424_005,Structural Strain (A12),2024-04-24,29.48
STRAIN_20240425_001,Structural Strain (A12),2024-04-25,139.68
STRAIN_20240425_002,Structural Strain (A12),2024-04-25,93.17
STRAIN_20240425_003,Structural Strain (A12),2024-04-25,7.06
STRAIN_20240425_004,Structural Strain (A12),2024-04-25,155.9
STRAIN_20240425_005,Structural Strain (A12),2024-04-25,42.36
STRAIN_20240426_001,Structural Strain (A12),2024-04-26,254.57
STRAIN_20240426_002,Structural Strain (A12),2024-04-26,103.02
STRAIN_20240426_003,Structural Strain (A12),2024-04-26,146.68
STRAIN_20240426_004,Structural Strain (A12),2024-04-26,51.97
STRAIN_20240426_005,Structural Strain (A12),2024-04-26,250.0
STRAIN_20240427_001,Structural Strain (A12),2024-04-27,668.41
STRAIN_20240427_002,Structural Strain (A12),2024-04-27,166.95
STRAIN_20240427_003,Structural Strain (A12),2024-04-27,169.46
STRAIN_20240427_004,Structural Strain (A12),2024-04-27,123.63
STRAIN_20240427_005,Structural Strain (A12),2024-04-27,4.85
STRAIN_20240428_001,Structural Strain (A12),2024-04-28,225.35
STRAIN_20240428_002,Structural Strain (A12),2024-04-28,107.18
STRAIN_20240428_003,Structural Strain (A12),2024-04-28,202.54
STRAIN_20240428_004,Structural Strain (A12),2024-04-28,241.08
STRAIN_20240428_005,Structural Strain (A12),2024-04-28,241.68
STRAIN_20240429_001,Structural Strain (A12),2024-04-29,150.49
STRAIN_20240429_002,Structural Strain (A12),2024-04-29,748.17
STRAIN_20240429_003,Structural Strain (A12),2024-04-29,188.29
STRAIN_20240429_004,Structural Strain (A12),2024-04-29,128.25
STRAIN_20240429_005,Structural Strain (A12),2024-04-29,148.79
STRAIN_20240430_001,Structural Strain (A12),2024-04-30,10.42
STRAIN_20240430_002,Structural Strain (A12),2024-04-30,229.44
STRAIN_20240430_003,Structural Strain (A12),2024-04-30,131.8
STRAIN_20240430_004,Structural Strain (A12),2024-04-30,81.28
STRAIN_20240430_005,Structural Strain (A12),2024-04-30,56.39
STRAIN_20240501_001,Structural Strain (A12),2024-05-01,174.86
STRAIN_20240501_002,Structural Strain (A12),2024-05-01,141.47
STRAIN_20240501_003,Structural Strain (A12),2024-05-01,290.77
STRAIN_20240501_004,Structural Strain (A12),2024-05-01,164.9
STRAIN_20240501_005,Structural Strain (A12),2024-05-01,793.47
STRAIN_20240502_001,Structural Strain (A12),2024-05-02,43.29
STRAIN_20240502_002,Structural Strain (A12),2024-05-02,130.08
STRAIN_20240502_003,Structural Strain (A12),2024-05-02,274.14
STRAIN_20240502_004,Structural Strain (A12),2024-05-02,276.92
STRAIN_20240502_005,Structural Strain (A12),2024-05-02,278.4
STRAIN_20240503_001,Structural Strain (A12),2024-05-03,33.73
STRAIN_20240503_002,Structural Strain (A12),2024-05-03,99.4
STRAIN_20240503_003,Structural Strain (A12),2024-05-03,186.87
STRAIN_20240503_004,Structural Strain (A12),2024-05-03,261.87
STRAIN_20240503_005,Structural Strain (A12),2024-05-03,243.68
STRAIN_20240504_001,Structural Strain (A12),2024-05-04,273.8
STRAIN_20240504_002,Structural Strain (A12),2024-05-04,217.82
STRAIN_20240504_003,Structural Strain (A12),2024-05-04,236.94
STRAIN_20240504_004,Structural Strain (A12),2024-05-04,165.15
STRAIN_20240504_005,Structural Strain (A12),2024-05-04,28.61
STRAIN_20240505_001,Structural Strain (A12),2024-05-05,210.03
STRAIN_20240505_002,Structural Strain (A12),2024-05-05,1.45
STRAIN_20240505_003,Structural Strain (A12),2024-05-05,58.09
STRAIN_20240505_004,Structural Strain (A12),2024-05-05,145.46
STRAIN_20240505_005,Structural Strain (A12),2024-05-05,243.75
STRAIN_20240506_001,Structural Strain (A12),2024-05-06,167.3
STRAIN_20240506_002,Structural Strain (A12),2024-05-06,97.03
STRAIN_20240506_003,Structural Strain (A12),2024-05-06,96.34
STRAIN_20240506_004,Structural Strain (A12),2024-05-06,686.31
STRAIN_20240506_005,Structural Strain (A12),2024-05-06,153.94
STRAIN_20240507_001,Structural Strain (A12),2024-05-07,148.18
STRAIN_20240507_002,Structural Strain (A12),2024-05-07,34.17
STRAIN_20240507_003,Structural Strain (A12),2024-05-07,216.28
STRAIN_20240507_004,Structural Strain (A12),2024-05-07,4.12
STRAIN_20240507_005,Structural Strain (A12),2024-05-07,135.85
STRAIN_20240508_001,Structural Strain (A12),2024-05-08,115.76
STRAIN_20240508_002,Structural Strain (A12),2024-05-08,142.79
STRAIN_20240508_003,Structural Strain (A12),2024-05-08,10.58
STRAIN_20240508_004,Structural Strain (A12),2024-05-08,100.66
STRAIN_20240508_005,Structural Strain (A12),2024-05-08,124.29
STRAIN_20240509_001,Structural Strain (A12),2024-05-09,109.73
STRAIN_20240509_002,Structural Strain (A12),2024-05-09,202.85
STRAIN_20240509_003,Structural Strain (A12),2024-05-09,65.01
STRAIN_20240509_004,Structural Strain (A12),2024-05-09,215.19
STRAIN_20240509_005,Structural Strain (A12),2024-05-09,152.45
STRAIN_20240510_001,Structural Strain (A12),2024-05-10,285.51
STRAIN_20240510_002,Structural Strain (A12),2024-05-10,134.44
STRAIN_20240510_003,Structural Strain (A12),2024-05-10,73.21
STRAIN_20240510_004,Structural Strain (A12),2024-05-10,217.79
STRAIN_20240510_005,Structural Strain (A12),2024-05-10,188.86
STRAIN_20240511_001,Structural Strain (A12),2024-05-11,794.49
STRAIN_20240511_002,Structural Strain (A12),2024-05-11,70.29
STRAIN_20240511_003,Structural Strain (A12),2024-05-11,23.77
STRAIN_20240511_004,Structural Strain (A12),2024-05-11,168.57
STRAIN_20240511_005,Structural Strain (A12),2024-05-11,133.89
STRAIN_20240512_001,Structural Strain (A12),2024-05-12,241.32
STRAIN_20240512_002,Structural Strain (A12),2024-05-12,272.92
STRAIN_20240512_003,Structural Strain (A12),2024-05-12,84.95
STRAIN_20240512_004,Structural Strain (A12),2024-05-12,105.75
STRAIN_20240512_005,Structural Strain (A12),2024-05-12,31.14
STRAIN_20240513_001,Structural Strain (A12),2024-05-13,18.37
STRAIN_20240513_002,Structural Strain (A12),2024-05-13,56.12
STRAIN_20240513_003,Structural Strain (A12),2024-05-13,190.23
STRAIN_20240513_004,Structural Strain (A12),2024-05-13,103.39
STRAIN_20240513_005,Structural Strain (A12),2024-05-13,201.29
STRAIN_20240514_001,Structural Strain (A12),2024-05-14,155.02
STRAIN_20240514_002,Structural Strain (A12),2024-05-14,192.59
STRAIN_20240514_003,Structural Strain (A12),2024-05-14,299.58
STRAIN_20240514_004,Structural Strain (A12),2024-05-14,36.31
STRAIN_20240514_005,Structural Strain (A12),2024-05-14,292.63
STRAIN_20240515_001,Structural Strain (A12),2024-05-15,91.23
STRAIN_20240515_002,Structural Strain (A12),2024-05-15,234.09
STRAIN_20240515_003,Structural Strain (A12),2024-05-15,216.94
STRAIN_20240515_004,Structural Strain (A12),2024-05-15,265.75
STRAIN_20240515_005,Structural Strain (A12),2024-05-15,121.82
STRAIN_20240516_001,Structural Strain (A12),2024-05-16,241.05
STRAIN_20240516_002,Structural Strain (A12),2024-05-16,246.57
STRAIN_20240516_003,Structural Strain (A12),2024-05-16,20.08
STRAIN_20240516_004,Structural Strain (A12),2024-05-16,152.79
STRAIN_20240516_005,Structural Strain (A12),2024-05-16,95.51
STRAIN_20240517_001,Structural Strain (A12),2024-05-17,632.88
STRAIN_20240517_002,Structural Strain (A12),2024-05-17,153.3
STRAIN_20240517_003,Structural Strain (A12),2024-05-17,68.55
STRAIN_20240517_004,Structural Strain (A12),2024-05-17,199.32
STRAIN_20240517_005,Structural Strain (A12),2024-05-17,292.29
STRAIN_20240518_001,Structural Strain (A12),2024-05-18,174.39
STRAIN_20240518_002,Structural Strain (A12),2024-05-18,83.02
STRAIN_20240518_003,Structural Strain (A12),2024-05-18,54.11
STRAIN_20240518_004,Structural Strain (A12),2024-05-18,247.44
STRAIN_20240518_005,Structural Strain (A12),2024-05-18,237.0
STRAIN_20240519_001,Structural Strain (A12),2024-05-19,94.4
STRAIN_20240519_002,Structural Strain (A12),2024-05-19,202.46
STRAIN_20240519_003,Structural Strain (A12),2024-05-19,0.81
STRAIN_20240519_004,Structural Strain (A12),2024-05-19,79.62
STRAIN_20240519_005,Structural Strain (A12),2024-05-19,168.65
STRAIN_20240520_001,Structural Strain (A12),2024-05-20,109.59
STRAIN_20240520_002,Structural Strain (A12),2024-05-20,163.83
STRAIN_20240520_003,Structural Strain (A12),2024-05-20,248.11
STRAIN_20240520_004,Structural Strain (A12),2024-05-20,101.92
STRAIN_20240520_005,Structural Strain (A12),2024-05-20,258.61
STRAIN_20240521_001,Structural Strain (A12),2024-05-21,157.0
STRAIN_20240521_002,Structural Strain (A12),2024-05-21,227.93
STRAIN_20240521_003,Structural Strain (A12),2024-05-21,290.72
STRAIN_20240521_004,Structural Strain (A12),2024-05-21,55.46
STRAIN_20240521_005,Structural Strain (A12),2024-05-21,238.03
STRAIN_20240522_001,Structural Strain (A12),2024-05-22,281.34
STRAIN_20240522_002,Structural Strain (A12),2024-05-22,285.99
STRAIN_20240522_003,Structural Strain (A12),2024-05-22,268.69
STRAIN_20240522_004,Structural Strain (A12),2024-05-22,29.32
STRAIN_20240522_005,Structural Strain (A12),2024-05-22,147.23
STRAIN_20240523_001,Structural Strain (A12),2024-05-23,707.08
STRAIN_20240523_002,Structural Strain (A12),2024-05-23,455.73
STRAIN_20240523_003,Structural Strain (A12),2024-05-23,254.31
STRAIN_20240523_004,Structural Strain (A12),2024-05-23,297.11
STRAIN_20240523_005,Structural Strain (A12),2024-05-23,23.74
STRAIN_20240524_001,Structural Strain (A12),2024-05-24,6.46
STRAIN_20240524_002,Structural Strain (A12),2024-05-24,152.45
STRAIN_20240524_003,Structural Strain (A12),2024-05-24,749.75
STRAIN_20240524_004,Structural Strain (A12),2024-05-24,277.27
STRAIN_20240524_005,Structural Strain (A12),2024-05-24,109.09
STRAIN_20240525_001,Structural Strain (A12),2024-05-25,41.69
STRAIN_20240525_002,Structural Strain (A12),2024-05-25,155.18
STRAIN_20240525_003,Structural Strain (A12),2024-05-25,179.91
STRAIN_20240525_004,Structural Strain (A12),2024-05-25,143.98
STRAIN_20240525_005,Structural Strain (A12),2024-05-25,216.69
STRAIN_20240526_001,Structural Strain (A12),2024-05-26,560.49
STRAIN_20240526_002,Structural Strain (A12),2024-05-26,152.81
STRAIN_20240526_003,Structural Strain (A12),2024-05-26,98.12
STRAIN_20240526_004,Structural Strain (A12),2024-05-26,253.13
STRAIN_20240526_005,Structural Strain (A12),2024-05-26,181.38
STRAIN_20240527_001,Structural Strain (A12),2024-05-27,261.12
STRAIN_20240527_002,Structural Strain (A12),2024-05-27,18.09
STRAIN_20240527_003,Structural Strain (A12),2024-05-27,169.75
STRAIN_20240527_004,Structural Strain (A12),2024-05-27,17.75
STRAIN_20240527_005,Structural Strain (A12),2024-05-27,150.33
STRAIN_20240528_001,Structural Strain (A12),2024-05-28,208.16
STRAIN_20240528_002,Structural Strain (A12),2024-05-28,262.58
STRAIN_20240528_003,Structural Strain (A12),2024-05-28,125.07
STRAIN_20240528_004,Structural Strain (A12),2024-05-28,125.39
STRAIN_20240528_005,Structural Strain (A12),2024-05-28,224.69
STRAIN_20240529_001,Structural Strain (A12),2024-05-29,599.5
STRAIN_20240529_002,Structural Strain (A12),2024-05-29,256.16
STRAIN_20240529_003,Structural Strain (A12),2024-05-29,49.14
STRAIN_20240529_004,Structural Strain (A12),2024-05-29,172.53
STRAIN_20240529_005,Structural Strain (A12),2024-05-29,222.82
STRAIN_20240530_001,Structural Strain (A12),2024-05-30,565.89
STRAIN_20240530_002,Structural Strain (A12),2024-05-30,245.27
STRAIN_20240530_003,Structural Strain (A12),2024-05-30,225.22
STRAIN_20240530_004,Structural Strain (A12),2024-05-30,59.49
STRAIN_20240530_005,Structural Strain (A12),2024-05-30,192.97
STRAIN_20240531_001,Structural Strain (A12),2024-05-31,623.7
STRAIN_20240531_002,Structural Strain (A12),2024-05-31,164.37
STRAIN_20240531_003,Structural Strain (A12),2024-05-31,207.79
STRAIN_20240531_004,Structural Strain (A12),2024-05-31,153.98
STRAIN_20240531_005,Structural Strain (A12),2024-05-31,124.96
STRAIN_20240601_001,Structural Strain (A12),2024-06-01,148.68
STRAIN_20240601_002,Structural Strain (A12),2024-06-01,16.16
STRAIN_20240601_003,Structural Strain (A12),2024-06-01,248.62
STRAIN_20240601_004,Structural Strain (A12),2024-06-01,105.26
STRAIN_20240601_005,Structural Strain (A12),2024-06-01,263.72
STRAIN_20240602_001,Structural Strain (A12),2024-06-02,154.03
STRAIN_20240602_002,Structural Strain (A12),2024-06-02,101.08
STRAIN_20240602_003,Structural Strain (A12),2024-06-02,94.16
STRAIN_20240602_004,Structural Strain (A12),2024-06-02,5.14
STRAIN_20240602_005,Structural Strain (A12),2024-06-02,204.58
STRAIN_20240603_001,Structural Strain (A12),2024-06-03,156.68
STRAIN_20240603_002,Structural Strain (A12),2024-06-03,216.17
STRAIN_20240603_003,Structural Strain (A12),2024-06-03,66.51
STRAIN_20240603_004,Structural Strain (A12),2024-06-03,98.8
STRAIN_20240603_005,Structural Strain (A12),2024-06-03,197.44
STRAIN_20240604_001,Structural Strain (A12),2024-06-04,76.27
STRAIN_20240604_002,Structural Strain (A12),2024-06-04,94.63
STRAIN_20240604_003,Structural Strain (A12),2024-06-04,75.26
STRAIN_20240604_004,Structural Strain (A12),2024-06-04,168.33
STRAIN_20240604_005,Structural Strain (A12),2024-06-04,283.79
STRAIN_20240605_001,Structural Strain (A12),2024-06-05,148.67
STRAIN_20240605_002,Structural Strain (A12),2024-06-05,221.32
STRAIN_20240605_003,Structural Strain (A12),2024-06-05,181.79
STRAIN_20240605_004,Structural Strain (A12),2024-06-05,228.72
STRAIN_20240605_005,Structural Strain (A12),2024-06-05,288.59
STRAIN_20240606_001,Structural Strain (A12),2024-06-06,166.12
STRAIN_20240606_002,Structural Strain (A12),2024-06-06,99.76
STRAIN_20240606_003,Structural Strain (A12),2024-06-06,143.84
STRAIN_20240606_004,Structural Strain (A12),2024-06-06,215.62
STRAIN_20240606_005,Structural Strain (A12),2024-06-06,13.76
STRAIN_20240607_001,Structural Strain (A12),2024-06-07,52.0
STRAIN_20240607_002,Structural Strain (A12),2024-06-07,212.09
STRAIN_20240607_003,Structural Strain (A12),2024-06-07,274.11
STRAIN_20240607_004,Structural Strain (A12),2024-06-07,41.46
STRAIN_20240607_005,Structural Strain (A12),2024-06-07,190.76
STRAIN_20240608_001,Structural Strain (A12),2024-06-08,256.58
STRAIN_20240608_002,Structural Strain (A12),2024-06-08,89.54
STRAIN_20240608_003,Structural Strain (A12),2024-06-08,206.28
STRAIN_20240608_004,Structural Strain (A12),2024-06-08,290.66
STRAIN_20240608_005,Structural Strain (A12),2024-06-08,199.1
STRAIN_20240609_001,Structural Strain (A12),2024-06-09,275.18
STRAIN_20240609_002,Structural Strain (A12),2024-06-09,66.73
STRAIN_20240609_003,Structural Strain (A12),2024-06-09,202.99
STRAIN_20240609_004,Structural Strain (A12),2024-06-09,264.53
STRAIN_20240609_005,Structural Strain (A12),2024-06-09,209.26
STRAIN_20240610_001,Structural Strain (A12),2024-06-10,134.46
STRAIN_20240610_002,Structural Strain (A12),2024-06-10,194.48
STRAIN_20240610_003,Structural Strain (A12),2024-06-10,123.42
STRAIN_20240610_004,Structural Strain (A12),2024-06-10,59.4
STRAIN_20240610_005,Structural Strain (A12),2024-06-10,220.12
STRAIN_20240611_001,Structural Strain (A12),2024-06-11,11.62
STRAIN_20240611_002,Structural Strain (A12),2024-06-11,297.18
STRAIN_20240611_003,Structural Strain (A12),2024-06-11,116.72
STRAIN_20240611_004,Structural Strain (A12),2024-06-11,17.55
STRAIN_20240611_005,Structural Strain (A12),2024-06-11,699.82
STRAIN_20240612_001,Structural Strain (A12),2024-06-12,295.27
STRAIN_20240612_002,Structural Strain (A12),2024-06-12,256.74
STRAIN_20240612_003,Structural Strain (A12),2024-06-12,215.2
STRAIN_20240612_004,Structural Strain (A12),2024-06-12,268.57
STRAIN_20240612_005,Structural Strain (A12),2024-06-12,6.64
STRAIN_20240613_001,Structural Strain (A12),2024-06-13,197.15
STRAIN_20240613_002,Structural Strain (A12),2024-06-13,184.07
STRAIN_20240613_003,Structural Strain (A12),2024-06-13,256.06
STRAIN_20240613_004,Structural Strain (A12),2024-06-13,151.72
STRAIN_20240613_005,Structural Strain (A12),2024-06-13,252.66
STRAIN_20240614_001,Structural Strain (A12),2024-06-14,277.5
STRAIN_20240614_002,Structural Strain (A12),2024-06-14,242.81
STRAIN_20240614_003,Structural Strain (A12),2024-06-14,261.39
STRAIN_20240614_004,Structural Strain (A12),2024-06-14,130.35
STRAIN_20240614_005,Structural Strain (A12),2024-06-14,252.23
STRAIN_20240615_001,Structural Strain (A12),2024-06-15,39.0
STRAIN_20240615_002,Structural Strain (A12),2024-06-15,235.1
STRAIN_20240615_003,Structural Strain (A12),2024-06-15,257.13
STRAIN_20240615_004,Structural Strain (A12),2024-06-15,79.87
STRAIN_20240615_005,Structural Strain (A12),2024-06-15,245.28
STRAIN_20240616_001,Structural Strain (A12),2024-06-16,5.36
STRAIN_20240616_002,Structural Strain (A12),2024-06-16,193.04
STRAIN_20240616_003,Structural Strain (A12),2024-06-16,19.84
STRAIN_20240616_004,Structural Strain (A12),2024-06-16,233.96
STRAIN_20240616_005,Structural Strain (A12),2024-06-16,15.79
STRAIN_20240617_001,Structural Strain (A12),2024-06-17,268.94
STRAIN_20240617_002,Structural Strain (A12),2024-06-17,118.26
STRAIN_20240617_003,Structural Strain (A12),2024-06-17,199.13
STRAIN_20240617_004,Structural Strain (A12),2024-06-17,246.15
STRAIN_20240617_005,Structural Strain (A12),2024-06-17,21.67
STRAIN_20240618_001,Structural Strain (A12),2024-06-18,141.86
